order_date,day_name,Item Name,total_orders,total_price,avg_price,min_price,total_quantity_sold,total_revenue,avg_revenue
2018-03-12,Monday,Tandoori Mixed Grill,1,11.95,11.95,11.95,2,23.9,23.9
2018-03-12,Monday,Special Fried Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-12,Monday,Saag Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-12,Monday,Saag,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-12,Monday,Plain Papadum,1,0.8,0.8,0.8,2,1.6,1.6
2018-03-12,Monday,Mango Chutney,1,0.5,0.5,0.5,2,1.0,1.0
2018-03-12,Monday,Pilau Rice,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-12,Monday,Keema Naan,2,5.9,2.95,2.95,3,8.850000000000001,4.43
2018-03-12,Monday,Diet Coke 1.5 ltr,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-12,Monday,Curry,4,31.8,7.95,7.95,4,31.8,7.95
2018-03-12,Monday,Coke 1.5 ltr,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-12,Monday,Chicken Tikka,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-12,Monday,Chicken Pakora,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-12,Monday,Chicken Balti,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-12,Monday,Lamb Tikka (Main),3,26.849999999999998,8.95,8.95,3,26.849999999999998,8.95
2018-03-13,Tuesday,Paneer Tikka Karahi,2,19.9,9.95,9.95,2,19.9,9.95
2018-03-13,Tuesday,Paratha,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-13,Tuesday,Pilau Rice,2,5.9,2.95,2.95,3,8.850000000000001,4.43
2018-03-13,Tuesday,Plain Rice,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-13,Tuesday,Prawn Balti,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-13,Tuesday,Tandoori Chicken (Main),1,8.95,8.95,8.95,1,8.95,8.95
2018-03-13,Tuesday,Sheek Kebab,1,4.95,4.95,4.95,2,9.9,9.9
2018-03-13,Tuesday,Special Fried Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-13,Tuesday,Tandoori Mixed Grill,1,11.95,11.95,11.95,1,11.95,11.95
2018-03-13,Tuesday,Saag Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-13,Tuesday,Mushroom Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-13,Tuesday,Lamb Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-13,Tuesday,Lamb Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-13,Tuesday,Korma,3,26.849999999999998,8.95,8.95,3,26.849999999999998,8.95
2018-03-13,Tuesday,King Prawn Butterfly,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-13,Tuesday,Garlic Naan,2,5.9,2.95,2.95,7,20.650000000000002,10.32
2018-03-13,Tuesday,Chicken Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-13,Tuesday,Chicken Tikka (Main),1,8.95,8.95,8.95,1,8.95,8.95
2018-03-13,Tuesday,Cauliflower Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-13,Tuesday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-13,Tuesday,Bhuna,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-13,Tuesday,Madras,1,7.95,7.95,7.95,1,7.95,7.95
2018-03-14,Wednesday,Paneer Tikka Karahi,2,19.9,9.95,9.95,2,19.9,9.95
2018-03-14,Wednesday,Mango Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2018-03-14,Wednesday,Meat Samosa,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-14,Wednesday,Onion Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2018-03-14,Wednesday,Pilau Rice,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-14,Wednesday,Lamb Tikka Sizzler,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-14,Wednesday,Plain Rice,3,8.850000000000001,2.9500000000000006,2.95,5,14.75,4.92
2018-03-14,Wednesday,Red Sauce,1,0.5,0.5,0.5,1,0.5,0.5
2018-03-14,Wednesday,Sheek Kebab (Main),1,8.95,8.95,8.95,1,8.95,8.95
2018-03-14,Wednesday,Tandoori Mixed Grill,1,11.95,11.95,11.95,1,11.95,11.95
2018-03-14,Wednesday,Plain Naan,4,10.4,2.6,2.6,4,10.4,2.6
2018-03-14,Wednesday,Lamb Tikka Masala,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-14,Wednesday,Tandoori Roti,1,2.6,2.6,2.6,1,2.6,2.6
2018-03-14,Wednesday,Lamb Shashlick,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-14,Wednesday,Lamb Tikka Chilli Masala,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-14,Wednesday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-14,Wednesday,Butter Chicken,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-14,Wednesday,Chana Masala,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-14,Wednesday,Chicken Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-14,Wednesday,Aloo Chaat,2,9.9,4.95,4.95,4,19.8,9.9
2018-03-14,Wednesday,Chicken Tikka Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-14,Wednesday,Chicken Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-14,Wednesday,Chicken Tikka Masala,3,26.849999999999998,8.95,8.95,3,26.849999999999998,8.95
2018-03-14,Wednesday,Egg Rice,2,7.9,3.95,3.95,4,15.8,7.9
2018-03-14,Wednesday,Garlic Naan,1,2.95,2.95,2.95,2,5.9,5.9
2018-03-14,Wednesday,Chicken Chilli Garlic,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-15,Thursday,Lemon Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-15,Thursday,Vegetable Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-15,Thursday,Tandoori Chicken (Main),1,8.95,8.95,8.95,1,8.95,8.95
2018-03-15,Thursday,Saag Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-15,Thursday,Saag,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-15,Thursday,Raitha,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-15,Thursday,Plain Naan,1,2.6,2.6,2.6,1,2.6,2.6
2018-03-15,Thursday,Pilau Rice,4,11.8,2.95,2.95,6,17.700000000000003,4.43
2018-03-15,Thursday,Mango Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2018-03-15,Thursday,Lamb Tikka Sizzler,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-15,Thursday,Plain Papadum,3,2.4000000000000004,0.8000000000000002,0.8,6,4.800000000000001,1.6
2018-03-15,Thursday,Keema Naan,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-15,Thursday,Korma,2,17.9,8.95,8.95,2,17.9,8.95
2018-03-15,Thursday,Bhuna,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-15,Thursday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-15,Thursday,Chapati,1,1.95,1.95,1.95,2,3.9,3.9
2018-03-15,Thursday,Chicken Chaat,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-15,Thursday,Aloo Gobi,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-15,Thursday,Chicken Tikka,1,4.95,4.95,4.95,2,9.9,9.9
2018-03-15,Thursday,Chicken Tikka Sizzler,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-15,Thursday,Curry,1,7.95,7.95,7.95,1,7.95,7.95
2018-03-15,Thursday,Garlic Naan,3,8.850000000000001,2.9500000000000006,2.95,3,8.850000000000001,2.95
2018-03-16,Friday,Paneer Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-16,Friday,Mint Sauce,2,1.0,0.5,0.5,4,2.0,1.0
2018-03-16,Friday,Vindaloo Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-16,Friday,Mushroom,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-16,Friday,Mushroom Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-16,Friday,Mushroom Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-16,Friday,Onion Bhajee,4,15.8,3.95,3.95,4,15.8,3.95
2018-03-16,Friday,Onion Chutney,2,1.0,0.5,0.5,3,1.5,0.75
2018-03-16,Friday,Paneer Tikka Balti,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-16,Friday,Meat Samosa,1,3.95,3.95,3.95,2,7.9,7.9
2018-03-16,Friday,Paratha,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-16,Friday,Plain Papadum,5,4.0,0.8,0.8,17,13.600000000000001,2.72
2018-03-16,Friday,Peshwari Naan,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-16,Friday,Pilau Rice,4,11.8,2.95,2.95,9,26.550000000000004,6.64
2018-03-16,Friday,Plain Naan,2,5.2,2.6,2.6,2,5.2,2.6
2018-03-16,Friday,Plain Rice,4,11.8,2.95,2.95,4,11.8,2.95
2018-03-16,Friday,Red Sauce,1,0.5,0.5,0.5,2,1.0,1.0
2018-03-16,Friday,Rogon,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-16,Friday,Saag,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-16,Friday,Sheek Kebab,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-16,Friday,Tandoori Chicken (Main),2,17.9,8.95,8.95,2,17.9,8.95
2018-03-16,Friday,Masala Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-16,Friday,Persian Lamb Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-16,Friday,Mango Chutney,2,1.0,0.5,0.5,3,1.5,0.75
2018-03-16,Friday,Hazary Lamb Chilli Garlic,1,12.95,12.95,12.95,1,12.95,12.95
2018-03-16,Friday,Lamb Tikka,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-16,Friday,Madras,1,7.95,7.95,7.95,1,7.95,7.95
2018-03-16,Friday,Aloo Gobi,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-16,Friday,Baingan Hari Mirch,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-16,Friday,Bhuna,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-16,Friday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-16,Friday,Chana Masala,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-16,Friday,Chicken Balti,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-16,Friday,Chicken Biryani,2,19.9,9.95,9.95,2,19.9,9.95
2018-03-16,Friday,Chicken Chaat,1,4.95,4.95,4.95,2,9.9,9.9
2018-03-16,Friday,Chicken Pakora,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-16,Friday,Butter Chicken,3,29.849999999999998,9.95,9.95,3,29.849999999999998,9.95
2018-03-16,Friday,Chicken Tikka Balti,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-16,Friday,Chicken Tikka Biryani,2,21.9,10.95,10.95,2,21.9,10.95
2018-03-16,Friday,Chicken Tikka Chilli Masala,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-16,Friday,Chicken Tikka Masala,2,17.9,8.95,8.95,2,17.9,8.95
2018-03-16,Friday,Curry,2,15.9,7.95,7.95,2,15.9,7.95
2018-03-16,Friday,Egg Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-16,Friday,Garlic Naan,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-16,Friday,Hazary Lamb,1,12.95,12.95,12.95,1,12.95,12.95
2018-03-16,Friday,Keema Naan,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-16,Friday,Chicken Tikka (Main),1,8.95,8.95,8.95,1,8.95,8.95
2018-03-16,Friday,Korma,4,39.8,9.95,8.95,4,39.8,9.95
2018-03-17,Saturday,Paneer Tikka Masala,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-17,Saturday,Onion Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-17,Saturday,Onion Naan,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-17,Saturday,Onion Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2018-03-17,Saturday,Onion Bhajee,4,15.8,3.95,3.95,4,15.8,3.95
2018-03-17,Saturday,Mint Sauce,2,1.0,0.5,0.5,2,1.0,0.5
2018-03-17,Saturday,Mushroom Rice,4,15.8,3.95,3.95,6,23.700000000000003,5.93
2018-03-17,Saturday,Mixed Starter,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-17,Saturday,Mango Chutney,4,2.0,0.5,0.5,5,2.5,0.62
2018-03-17,Saturday,Paratha,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-17,Saturday,Muttar Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-17,Saturday,Persian Lamb Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-17,Saturday,Vegetable Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-17,Saturday,Pilau Rice,8,23.6,2.95,2.95,11,32.45,4.06
2018-03-17,Saturday,Plain Naan,7,18.2,2.6,2.6,14,36.4,5.2
2018-03-17,Saturday,Plain Papadum,5,4.0,0.8,0.8,25,20.0,4.0
2018-03-17,Saturday,Plain Rice,4,11.8,2.95,2.95,4,11.8,2.95
2018-03-17,Saturday,Rogon,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-17,Saturday,Saag Aloo,4,23.8,5.95,5.95,4,23.8,5.95
2018-03-17,Saturday,Saag Paneer,3,17.85,5.95,5.95,3,17.85,5.95
2018-03-17,Saturday,Tandoori Mixed Grill,4,47.8,11.95,11.95,4,47.8,11.95
2018-03-17,Saturday,Tarka Dall,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-17,Saturday,Vegetable Roll,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-17,Saturday,Madras,2,15.9,7.95,7.95,2,15.9,7.95
2018-03-17,Saturday,Peshwari Naan,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-17,Saturday,Lamb Tikka Pasanda,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-17,Saturday,Chicken Tikka Masala,8,71.6,8.95,8.95,8,71.6,8.95
2018-03-17,Saturday,Lamb Mysore,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-17,Saturday,Aloo Gobi,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-17,Saturday,Baingan Hari Mirch,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-17,Saturday,Bhindi Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-17,Saturday,Bhuna,2,17.9,8.95,8.95,2,17.9,8.95
2018-03-17,Saturday,Bombay Aloo,4,23.8,5.95,5.95,4,23.8,5.95
2018-03-17,Saturday,Butter Chicken,4,39.8,9.95,9.95,4,39.8,9.95
2018-03-17,Saturday,Chicken Balti,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-17,Saturday,Chicken Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-17,Saturday,Chicken Chilli Garlic,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-17,Saturday,Chicken Rezala,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-17,Saturday,Chicken Shashlick,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-17,Saturday,Chicken Shashlick Curry,1,12.95,12.95,12.95,1,12.95,12.95
2018-03-17,Saturday,Bengal Fry Fish,1,12.95,12.95,12.95,1,12.95,12.95
2018-03-17,Saturday,Chicken Tikka (Main),2,17.9,8.95,8.95,2,17.9,8.95
2018-03-17,Saturday,Chicken Tikka,2,9.9,4.95,4.95,2,9.9,4.95
2018-03-17,Saturday,Korma,4,39.8,9.95,8.95,7,66.64999999999999,16.66
2018-03-17,Saturday,Green Salad,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-17,Saturday,Garlic Naan,8,23.6,2.95,2.95,14,41.300000000000004,5.16
2018-03-17,Saturday,Dhansak,4,43.8,10.95,8.95,4,43.8,10.95
2018-03-17,Saturday,Keema Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-17,Saturday,Curry,3,27.85,9.283333333333333,7.95,3,27.85,9.28
2018-03-17,Saturday,Lamb Sylhet,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-17,Saturday,Chicken Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-17,Saturday,Chicken Tikka Balti,2,21.9,10.95,10.95,2,21.9,10.95
2018-03-17,Saturday,Curry Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-18,Sunday,Meat Samosa,2,7.9,3.95,3.95,2,7.9,3.95
2018-03-18,Sunday,Pilau Rice,5,14.75,2.95,2.95,5,14.75,2.95
2018-03-18,Sunday,Mint Sauce,2,1.0,0.5,0.5,2,1.0,0.5
2018-03-18,Sunday,Mushroom Rice,3,11.850000000000001,3.9500000000000006,3.95,3,11.850000000000001,3.95
2018-03-18,Sunday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-18,Sunday,Onion Chutney,2,1.0,0.5,0.5,2,1.0,0.5
2018-03-18,Sunday,Onion Naan,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-18,Sunday,Paneer Tikka Masala,2,17.9,8.95,8.95,2,17.9,8.95
2018-03-18,Sunday,Plain Naan,1,2.6,2.6,2.6,1,2.6,2.6
2018-03-18,Sunday,Spicy Papadum,1,0.8,0.8,0.8,1,0.8,0.8
2018-03-18,Sunday,Plain Rice,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-18,Sunday,Saag Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-18,Sunday,Sheek Kebab,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-18,Sunday,Special Fried Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-18,Sunday,Tandoori Chicken (Main),1,8.95,8.95,8.95,1,8.95,8.95
2018-03-18,Sunday,Tandoori Chicken Masala,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-18,Sunday,Tandoori Roti,1,2.6,2.6,2.6,1,2.6,2.6
2018-03-18,Sunday,Vegetable Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-18,Sunday,Mango Chutney,2,1.0,0.5,0.5,2,1.0,0.5
2018-03-18,Sunday,Plain Papadum,5,4.0,0.8,0.8,9,7.2,1.44
2018-03-18,Sunday,Madras,1,7.95,7.95,7.95,1,7.95,7.95
2018-03-18,Sunday,Korma,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-18,Sunday,Lamb Tikka Masala,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-18,Sunday,Lime Pickle,1,0.5,0.5,0.5,1,0.5,0.5
2018-03-18,Sunday,Bombay Aloo,2,11.9,5.95,5.95,2,11.9,5.95
2018-03-18,Sunday,Butter Chicken,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-18,Sunday,Chapati,1,1.95,1.95,1.95,1,1.95,1.95
2018-03-18,Sunday,Chicken Chaat,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-18,Sunday,Chicken Pakora,2,11.9,5.95,5.95,2,11.9,5.95
2018-03-18,Sunday,Chicken Tikka,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-18,Sunday,Chicken Tikka (Main),2,17.9,8.95,8.95,2,17.9,8.95
2018-03-18,Sunday,Chicken Tikka Chilli Masala,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-18,Sunday,Chicken Tikka Garlic,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-18,Sunday,Aloo Gobi,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-18,Sunday,Chicken Tikka Masala,2,17.9,8.95,8.95,2,17.9,8.95
2018-03-18,Sunday,Chicken Tikka Jalfrezi,2,17.9,8.95,8.95,2,17.9,8.95
2018-03-18,Sunday,Keema Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-18,Sunday,Keema Naan,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-18,Sunday,Korma Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-18,Sunday,Egg Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-18,Sunday,Dhansak,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-18,Sunday,Coke 1.5 ltr,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-18,Sunday,Garlic Naan,3,8.850000000000001,2.9500000000000006,2.95,3,8.850000000000001,2.95
2018-03-19,Monday,Vegetable Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-19,Monday,Plain Papadum,1,0.8,0.8,0.8,1,0.8,0.8
2018-03-19,Monday,Paneer Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-19,Monday,Paratha,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-19,Monday,Persian Lamb Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-19,Monday,Peshwari Naan,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-19,Monday,Pilau Rice,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-19,Monday,Plain Naan,1,2.6,2.6,2.6,1,2.6,2.6
2018-03-19,Monday,Plain Rice,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-19,Monday,Sheek Kebab,4,19.8,4.95,4.95,4,19.8,4.95
2018-03-19,Monday,Prawn Puree,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-19,Monday,Saag Bhajee,2,11.9,5.95,5.95,2,11.9,5.95
2018-03-19,Monday,Saag Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-19,Monday,Spicy Papadum,1,0.8,0.8,0.8,1,0.8,0.8
2018-03-19,Monday,Tandoori Chicken (1/4),3,14.850000000000001,4.95,4.95,3,14.850000000000001,4.95
2018-03-19,Monday,Tandoori Chicken (Main),1,8.95,8.95,8.95,1,8.95,8.95
2018-03-19,Monday,Tandoori Mixed Grill,1,11.95,11.95,11.95,1,11.95,11.95
2018-03-19,Monday,Tarka Dall,3,17.85,5.95,5.95,3,17.85,5.95
2018-03-19,Monday,Onion Chutney,2,1.0,0.5,0.5,2,1.0,0.5
2018-03-19,Monday,Prawn Karahi,2,19.9,9.95,9.95,2,19.9,9.95
2018-03-19,Monday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-19,Monday,Lamb Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-19,Monday,Mango Chutney,2,1.0,0.5,0.5,2,1.0,0.5
2018-03-19,Monday,Meat Samosa,5,19.75,3.95,3.95,5,19.75,3.95
2018-03-19,Monday,Aloo Gobi,2,11.9,5.95,5.95,2,11.9,5.95
2018-03-19,Monday,Baingan Hari Mirch,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-19,Monday,Bhindi Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-19,Monday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-19,Monday,Chapati,2,3.9,1.95,1.95,5,9.75,4.88
2018-03-19,Monday,Chicken Hari Mirch,2,19.9,9.95,9.95,2,19.9,9.95
2018-03-19,Monday,Chicken Tikka Balti,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-19,Monday,Chicken Tikka Masala,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-19,Monday,Butter Chicken,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-19,Monday,Egg Rice,2,7.9,3.95,3.95,2,7.9,3.95
2018-03-19,Monday,Garlic Naan,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-19,Monday,Hazary Lamb,1,12.95,12.95,12.95,1,12.95,12.95
2018-03-19,Monday,Hazary Lamb Chilli Garlic,2,25.9,12.95,12.95,2,25.9,12.95
2018-03-19,Monday,House Red wine 75cl,4,71.8,17.95,17.95,6,107.69999999999999,26.92
2018-03-19,Monday,King Prawn Balti,1,12.95,12.95,12.95,1,12.95,12.95
2018-03-19,Monday,King Prawn Biryani,1,12.95,12.95,12.95,1,12.95,12.95
2018-03-19,Monday,Korma,2,17.9,8.95,8.95,2,17.9,8.95
2018-03-19,Monday,Curry Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-19,Monday,Lamb Hari Mirch,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-20,Tuesday,Mixed Vegetable Curry,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-20,Tuesday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-20,Tuesday,Pilau Rice,1,2.95,2.95,2.95,2,5.9,5.9
2018-03-20,Tuesday,Plain Naan,1,2.6,2.6,2.6,1,2.6,2.6
2018-03-20,Tuesday,Vegetable Roll,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-20,Tuesday,Saag,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-20,Tuesday,Tarka Dall,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-20,Tuesday,Vindaloo,1,7.95,7.95,7.95,2,15.9,15.9
2018-03-20,Tuesday,Mixed Starter,1,5.95,5.95,5.95,2,11.9,11.9
2018-03-20,Tuesday,Puree,1,1.95,1.95,1.95,1,1.95,1.95
2018-03-20,Tuesday,Lemon Rice,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-20,Tuesday,Tandoori Chicken (1/4),1,4.95,4.95,4.95,1,4.95,4.95
2018-03-20,Tuesday,Lamb Balti,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-20,Tuesday,Lamb Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-20,Tuesday,Aloo Chaat,1,4.95,4.95,4.95,1,4.95,4.95
2018-03-20,Tuesday,Chana Masala,2,11.9,5.95,5.95,2,11.9,5.95
2018-03-20,Tuesday,Chicken Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-20,Tuesday,Chicken Tikka Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2018-03-20,Tuesday,Aloo Gobi,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-20,Tuesday,Diet Coke 1.5 ltr,1,2.95,2.95,2.95,1,2.95,2.95
2018-03-20,Tuesday,Garlic Naan,1,2.95,2.95,2.95,2,5.9,5.9
2018-03-20,Tuesday,Keema Rice,1,3.95,3.95,3.95,2,7.9,7.9
2018-03-20,Tuesday,Korma,1,8.95,8.95,8.95,1,8.95,8.95
2018-03-20,Tuesday,Chicken Tikka Masala,2,17.9,8.95,8.95,2,17.9,8.95
2018-03-21,Wednesday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2018-03-21,Wednesday,Vegetable Biryani,1,9.95,9.95,9.95,3,29.849999999999998,29.85
2018-03-21,Wednesday,Saag Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2018-03-21,Wednesday,Red Sauce,1,0.5,0.5,0.5,1,0.5,0.5
2018-03-21,Wednesday,Plain Rice,2,5.9,2.95,2.95,2,5.9,2.95
2018-03-21,Wednesday,Plain Naan,1,2.6,2.6,2.6,1,2.6,2.6
2018-03-21,Wednesday,Onion Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2018-03-21,Wednesday,Mango Chutney,2,1.0,0.5,0.5,3,1.5,0.75
2018-03-21,Wednesday,Plain Papadum,2,1.6,0.8,0.8,6,4.800000000000001,2.4
2018-03-21,Wednesday,Lamb Roshni,1,9.95,9.95,9.95,1,9.95,9.95
2018-03-21,Wednesday,Lamb Chilli Garlic,1,9.95,9.95,9.95,1,9.95,9.95
