order_date,day_name,Item Name,total_orders,total_price,avg_price,min_price,total_quantity_sold,total_revenue,avg_revenue
2017-07-30,Sunday,House Red wine 75cl,1,17.95,17.95,17.95,1,17.95,17.95
2017-07-30,Sunday,Keema Naan,4,11.8,2.95,2.95,4,11.8,2.95
2017-07-30,Sunday,Keema Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-07-30,Sunday,Chicken Tikka Chilli Masala,1,8.95,8.95,8.95,1,8.95,8.95
2017-07-31,Monday,Paratha,1,2.95,2.95,2.95,1,2.95,2.95
2017-07-31,Monday,Vegetable Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-07-31,Monday,Tarka Dall,1,5.95,5.95,5.95,1,5.95,5.95
2017-07-31,Monday,Saag Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-07-31,Monday,Saag Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2017-07-31,Monday,Plain Papadum,1,0.8,0.8,0.8,3,2.4000000000000004,2.4
2017-07-31,Monday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2017-07-31,Monday,Butter Chicken,1,9.95,9.95,9.95,1,9.95,9.95
2017-07-31,Monday,Garlic Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-07-31,Monday,Garlic Naan,1,2.95,2.95,2.95,1,2.95,2.95
2017-07-31,Monday,Brinjal Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2017-07-31,Monday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2017-07-31,Monday,Bhuna,1,8.95,8.95,8.95,2,17.9,17.9
2017-07-31,Monday,Keema Naan,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-01,Tuesday,Peshwari Naan,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-01,Tuesday,Pilau Rice,3,8.850000000000001,2.9500000000000006,2.95,3,8.850000000000001,2.95
2017-08-01,Tuesday,Plain Naan,2,5.2,2.6,2.6,2,5.2,2.6
2017-08-01,Tuesday,Plain Papadum,1,0.8,0.8,0.8,2,1.6,1.6
2017-08-01,Tuesday,Plain Rice,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-01,Tuesday,Tandoori Roti,1,2.6,2.6,2.6,2,5.2,5.2
2017-08-01,Tuesday,Saag Dall,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-01,Tuesday,Tarka Dall,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-01,Tuesday,Vegetable Roll,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-01,Tuesday,Pathia,1,12.95,12.95,12.95,1,12.95,12.95
2017-08-01,Tuesday,Raitha,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-01,Tuesday,Paneer Tikka Masala,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-01,Tuesday,Chicken Tikka Masala,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-01,Tuesday,Mushroom Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-01,Tuesday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-01,Tuesday,Brinjal Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-01,Tuesday,Coke 1.5 ltr,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-01,Tuesday,Curry,1,7.95,7.95,7.95,1,7.95,7.95
2017-08-01,Tuesday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-01,Tuesday,Garlic Naan,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-01,Tuesday,Keema Naan,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-01,Tuesday,Lamb Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-01,Tuesday,Madras,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-01,Tuesday,Dhansak,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-02,Wednesday,Pathia,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-02,Wednesday,Mint Sauce,3,1.5,0.5,0.5,3,1.5,0.5
2017-08-02,Wednesday,Mixed Starter,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-02,Wednesday,Onion Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-02,Wednesday,Paneer Tikka Balti,2,21.9,10.95,10.95,2,21.9,10.95
2017-08-02,Wednesday,Paratha,1,2.95,2.95,2.95,2,5.9,5.9
2017-08-02,Wednesday,Pilau Rice,4,11.8,2.95,2.95,5,14.75,3.69
2017-08-02,Wednesday,Saag Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-02,Wednesday,Plain Papadum,2,1.6,0.8,0.8,4,3.2,1.6
2017-08-02,Wednesday,Plain Rice,3,8.850000000000001,2.9500000000000006,2.95,3,8.850000000000001,2.95
2017-08-02,Wednesday,Saag Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-02,Wednesday,Mango Chutney,3,1.5,0.5,0.5,4,2.0,0.67
2017-08-02,Wednesday,Sheek Kebab,2,9.9,4.95,4.95,2,9.9,4.95
2017-08-02,Wednesday,Vegetable Roll,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-02,Wednesday,Plain Naan,2,5.2,2.6,2.6,2,5.2,2.6
2017-08-02,Wednesday,Madras,2,15.9,7.95,7.95,2,15.9,7.95
2017-08-02,Wednesday,Lime Pickle,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-02,Wednesday,Lamb Biryani,1,9.95,9.95,9.95,2,19.9,19.9
2017-08-02,Wednesday,Bhuna,2,21.9,10.95,8.95,2,21.9,10.95
2017-08-02,Wednesday,Cauliflower Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-02,Wednesday,Chicken Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-02,Wednesday,Chicken Shashlick,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-02,Wednesday,Chicken Tikka,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-02,Wednesday,Chicken Tikka (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-02,Wednesday,Chicken Tikka Chilli Masala,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-02,Wednesday,Chicken Balti,2,19.9,9.95,9.95,2,19.9,9.95
2017-08-02,Wednesday,Curry,1,7.95,7.95,7.95,1,7.95,7.95
2017-08-02,Wednesday,Garlic Naan,4,11.8,2.95,2.95,4,11.8,2.95
2017-08-02,Wednesday,King Prawn Puree,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-02,Wednesday,Korma,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-02,Wednesday,Lal Mirch Chicken,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-02,Wednesday,Lamb Balti,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-02,Wednesday,Chicken Tikka Masala,2,17.9,8.95,8.95,5,44.75,22.38
2017-08-03,Thursday,Persian Chicken Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2017-08-03,Thursday,Pilau Rice,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-03,Thursday,Plain Rice,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-03,Thursday,Royal Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-03,Thursday,Tandoori Chicken (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-03,Thursday,Sheek Kebab,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-03,Thursday,Special Fried Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-03,Thursday,Tandoori Mixed Grill,1,11.95,11.95,11.95,1,11.95,11.95
2017-08-03,Thursday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-03,Thursday,Saag,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-03,Thursday,Meat Samosa,2,7.9,3.95,3.95,3,11.850000000000001,5.93
2017-08-03,Thursday,Garlic Naan,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-03,Thursday,Lamb Tikka (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-03,Thursday,Lamb Biryani,2,19.9,9.95,9.95,2,19.9,9.95
2017-08-03,Thursday,Lal Mirch Lamb,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-03,Thursday,Korma Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-03,Thursday,Keema Rice,2,7.9,3.95,3.95,3,11.850000000000001,5.93
2017-08-03,Thursday,Keema Naan,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-03,Thursday,Chicken Tikka Balti,1,10.95,10.95,10.95,1,10.95,10.95
2017-08-03,Thursday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-03,Thursday,Bhuna,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-03,Thursday,Mango Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-04,Friday,Plain Naan,4,10.4,2.6,2.6,5,13.0,3.25
2017-08-04,Friday,Pilau Rice,4,11.8,2.95,2.95,6,17.700000000000003,4.43
2017-08-04,Friday,Peshwari Naan,3,8.850000000000001,2.9500000000000006,2.95,3,8.850000000000001,2.95
2017-08-04,Friday,Paratha,1,2.95,2.95,2.95,2,5.9,5.9
2017-08-04,Friday,Onion Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-04,Friday,Mushroom Rice,3,11.850000000000001,3.9500000000000006,3.95,3,11.850000000000001,3.95
2017-08-04,Friday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-04,Friday,Muttar Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-04,Friday,Plain Papadum,4,3.2,0.8,0.8,20,16.0,4.0
2017-08-04,Friday,Mixed Starter,2,11.9,5.95,5.95,3,17.85,8.93
2017-08-04,Friday,Mint Sauce,2,1.0,0.5,0.5,3,1.5,0.75
2017-08-04,Friday,Onion Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-04,Friday,Plain Rice,6,17.700000000000003,2.9500000000000006,2.95,11,32.45,5.41
2017-08-04,Friday,Saag Paneer,3,17.85,5.95,5.95,3,17.85,5.95
2017-08-04,Friday,Red Sauce,2,1.0,0.5,0.5,2,1.0,0.5
2017-08-04,Friday,Saag,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-04,Friday,Saag Aloo,2,11.9,5.95,5.95,2,11.9,5.95
2017-08-04,Friday,Sheek Kebab,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-04,Friday,Tandoori Chicken (1/4),1,4.95,4.95,4.95,1,4.95,4.95
2017-08-04,Friday,Tandoori Chicken (Main),1,8.95,8.95,8.95,2,17.9,17.9
2017-08-04,Friday,Tandoori Chicken Masala,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-04,Friday,Tandoori Fish,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-04,Friday,Tandoori Mixed Grill,1,11.95,11.95,11.95,1,11.95,11.95
2017-08-04,Friday,Tandoori Roti,1,2.6,2.6,2.6,1,2.6,2.6
2017-08-04,Friday,Vegetable Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-04,Friday,Vindaloo,1,7.95,7.95,7.95,1,7.95,7.95
2017-08-04,Friday,Methi,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-04,Friday,Prawn Biryani,1,10.95,10.95,10.95,2,21.9,21.9
2017-08-04,Friday,Masala Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-04,Friday,Chicken Shashlick,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-04,Friday,Madras,1,7.95,7.95,7.95,1,7.95,7.95
2017-08-04,Friday,Aloo Gobi,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-04,Friday,Mango Chutney,2,1.0,0.5,0.5,4,2.0,1.0
2017-08-04,Friday,Butter Chicken,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-04,Friday,COBRA (660ML),1,5.95,5.95,5.95,2,11.9,11.9
2017-08-04,Friday,Cauliflower Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-04,Friday,Chapati,1,1.95,1.95,1.95,1,1.95,1.95
2017-08-04,Friday,Chicken Hari Mirch,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-04,Friday,Chicken Pakora,2,11.9,5.95,5.95,2,11.9,5.95
2017-08-04,Friday,Chicken Shashlick Curry,2,25.9,12.95,12.95,2,25.9,12.95
2017-08-04,Friday,Chicken Tikka (Main),3,26.849999999999998,8.95,8.95,3,26.849999999999998,8.95
2017-08-04,Friday,Chicken Tikka Chilli Masala,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-04,Friday,Chicken Tikka Jalfrezi,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-04,Friday,Chicken Tikka Masala,3,26.849999999999998,8.95,8.95,4,35.8,11.93
2017-08-04,Friday,Bhuna,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-04,Friday,Dhansak Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-04,Friday,Curry,2,20.9,10.45,8.95,2,20.9,10.45
2017-08-04,Friday,Lamb Tikka (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-04,Friday,Lamb Karahi,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-04,Friday,Kulcha Naan,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-04,Friday,Korma,3,30.849999999999998,10.283333333333333,8.95,5,48.75,16.25
2017-08-04,Friday,King Prawn Puree,1,5.95,5.95,5.95,2,11.9,11.9
2017-08-04,Friday,Lime Pickle,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-04,Friday,House Red wine 75cl,1,17.95,17.95,17.95,1,17.95,17.95
2017-08-04,Friday,Hazary Lamb,1,12.95,12.95,12.95,1,12.95,12.95
2017-08-04,Friday,Garlic Naan,3,8.850000000000001,2.9500000000000006,2.95,3,8.850000000000001,2.95
2017-08-04,Friday,Egg Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-04,Friday,Keema Naan,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-05,Saturday,Pathia,2,17.9,8.95,8.95,2,17.9,8.95
2017-08-05,Saturday,Paratha,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-05,Saturday,Paneer Tikka Masala,3,26.849999999999998,8.95,8.95,3,26.849999999999998,8.95
2017-08-05,Saturday,Paneer Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-05,Saturday,Onion Bhajee,5,19.75,3.95,3.95,5,19.75,3.95
2017-08-05,Saturday,Mushroom Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-05,Saturday,Mixed Starter,4,23.8,5.95,5.95,4,23.8,5.95
2017-08-05,Saturday,Mint Sauce,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-05,Saturday,Peshwari Naan,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-05,Saturday,Methi,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-05,Saturday,Onion Chutney,2,1.0,0.5,0.5,2,1.0,0.5
2017-08-05,Saturday,Pilau Rice,9,26.55,2.95,2.95,13,38.35,4.26
2017-08-05,Saturday,Spicy Papadum,1,0.8,0.8,0.8,1,0.8,0.8
2017-08-05,Saturday,Vegetable Roll,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-05,Saturday,Plain Rice,4,11.8,2.95,2.95,4,11.8,2.95
2017-08-05,Saturday,Prawn Puree,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-05,Saturday,Sheek Kebab,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-05,Saturday,Tandoori Chicken (1/4),1,4.95,4.95,4.95,1,4.95,4.95
2017-08-05,Saturday,Tandoori Chicken (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-05,Saturday,Tandoori Chicken Masala,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-05,Saturday,Tandoori King Prawn Masala,1,12.95,12.95,12.95,1,12.95,12.95
2017-08-05,Saturday,Tandoori Roti,1,2.6,2.6,2.6,1,2.6,2.6
2017-08-05,Saturday,Tarka Dall,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-05,Saturday,Meat Samosa,2,7.9,3.95,3.95,2,7.9,3.95
2017-08-05,Saturday,Plain Naan,9,23.400000000000002,2.6,2.6,12,31.200000000000003,3.47
2017-08-05,Saturday,Mango Chutney,4,2.0,0.5,0.5,5,2.5,0.62
2017-08-05,Saturday,Plain Papadum,4,3.2,0.8,0.8,10,8.0,2.0
2017-08-05,Saturday,Lamb Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-05,Saturday,Madras,2,15.9,7.95,7.95,2,15.9,7.95
2017-08-05,Saturday,Aloo Gobi,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-05,Saturday,Bombay Aloo,2,11.9,5.95,5.95,2,11.9,5.95
2017-08-05,Saturday,Chapati,1,1.95,1.95,1.95,5,9.75,9.75
2017-08-05,Saturday,Chicken Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-05,Saturday,Chicken Tikka,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-05,Saturday,Chicken Tikka (Main),3,26.849999999999998,8.95,8.95,3,26.849999999999998,8.95
2017-08-05,Saturday,Chicken Tikka Chilli Masala,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-05,Saturday,Chicken Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-05,Saturday,Chicken Tikka Masala,1,8.95,8.95,8.95,2,17.9,17.9
2017-08-05,Saturday,Curry,4,31.8,7.95,7.95,7,55.65,13.91
2017-08-05,Saturday,Dhansak,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-05,Saturday,Chicken Balti,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-05,Saturday,Egg Paratha,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-05,Saturday,Dupiaza,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-05,Saturday,Lamb Tikka Balti,1,10.95,10.95,10.95,1,10.95,10.95
2017-08-05,Saturday,Lamb Tikka,2,9.9,4.95,4.95,2,9.9,4.95
2017-08-05,Saturday,Lamb Balti,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-05,Saturday,Korma,3,26.849999999999998,8.95,8.95,3,26.849999999999998,8.95
2017-08-05,Saturday,Lamb Biryani,2,19.9,9.95,9.95,2,19.9,9.95
2017-08-05,Saturday,Keema Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-05,Saturday,Keema Naan,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-05,Saturday,House Red wine 75cl,1,17.95,17.95,17.95,1,17.95,17.95
2017-08-05,Saturday,Garlic Naan,3,8.850000000000001,2.9500000000000006,2.95,4,11.8,3.93
2017-08-05,Saturday,Egg Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-05,Saturday,King Prawn Shaslick,1,12.95,12.95,12.95,1,12.95,12.95
2017-08-06,Sunday,Onion Bhajee,3,11.850000000000001,3.9500000000000006,3.95,3,11.850000000000001,3.95
2017-08-06,Sunday,Plain Papadum,4,3.2,0.8,0.8,13,10.400000000000002,2.6
2017-08-06,Sunday,Onion Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-06,Sunday,Paneer Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-06,Sunday,Peshwari Naan,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-06,Sunday,Pilau Rice,2,5.9,2.95,2.95,4,11.8,5.9
2017-08-06,Sunday,Plain Naan,1,2.6,2.6,2.6,1,2.6,2.6
2017-08-06,Sunday,Plain Rice,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-06,Sunday,Tandoori Chicken (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-06,Sunday,Red Sauce,1,0.5,0.5,0.5,3,1.5,1.5
2017-08-06,Sunday,Saag,1,8.95,8.95,8.95,2,17.9,17.9
2017-08-06,Sunday,Saag Paneer,2,11.9,5.95,5.95,2,11.9,5.95
2017-08-06,Sunday,Sheek Kebab (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-06,Sunday,Spicy Papadum,1,0.8,0.8,0.8,3,2.4000000000000004,2.4
2017-08-06,Sunday,Tarka Dall,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-06,Sunday,Vegetable Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-06,Sunday,Mushroom Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-06,Sunday,Prawn Puree,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-06,Sunday,Mushroom Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-06,Sunday,Hazary Lamb,1,12.95,12.95,12.95,1,12.95,12.95
2017-08-06,Sunday,Masala Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-06,Sunday,Baingan Hari Mirch,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-06,Sunday,Bhindi Bhajee,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-06,Sunday,Bombay Aloo,2,11.9,5.95,5.95,2,11.9,5.95
2017-08-06,Sunday,Meat Samosa,2,7.9,3.95,3.95,3,11.850000000000001,5.93
2017-08-06,Sunday,Chapati,1,1.95,1.95,1.95,2,3.9,3.9
2017-08-06,Sunday,Chicken Balti,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-06,Sunday,Chicken Chaat,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-06,Sunday,Chicken Tikka (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-06,Sunday,Chicken Tikka Masala,3,26.849999999999998,8.95,8.95,4,35.8,11.93
2017-08-06,Sunday,Butter Chicken,2,19.9,9.95,9.95,3,29.849999999999998,14.92
2017-08-06,Sunday,French Fries,2,7.9,3.95,3.95,2,7.9,3.95
2017-08-06,Sunday,Garlic Naan,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-06,Sunday,Keema Rice,1,3.95,3.95,3.95,2,7.9,7.9
2017-08-06,Sunday,Lamb Mysore,1,9.95,9.95,9.95,2,19.9,19.9
2017-08-06,Sunday,Lemon Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-06,Sunday,Madras Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-06,Sunday,Mango Chutney,2,1.0,0.5,0.5,2,1.0,0.5
2017-08-06,Sunday,Coke 1.5 ltr,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-07,Monday,Paratha,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-07,Monday,Pathia,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-07,Monday,Pilau Rice,3,8.850000000000001,2.9500000000000006,2.95,3,8.850000000000001,2.95
2017-08-07,Monday,Plain Naan,4,10.4,2.6,2.6,6,15.6,3.9
2017-08-07,Monday,Plain Papadum,2,1.6,0.8,0.8,16,12.8,6.4
2017-08-07,Monday,Rogon,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-07,Monday,Prawn Puree,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-07,Monday,Red Sauce,2,1.0,0.5,0.5,2,1.0,0.5
2017-08-07,Monday,Vegetable Roll,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-07,Monday,Sheek Kebab,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-07,Monday,Onion Naan,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-07,Monday,Plain Rice,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-07,Monday,Onion Bhajee,3,11.850000000000001,3.9500000000000006,3.95,3,11.850000000000001,3.95
2017-08-07,Monday,Saag Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-07,Monday,Mango Chutney,2,1.0,0.5,0.5,2,1.0,0.5
2017-08-07,Monday,Masala Sauce,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-07,Monday,Bombay Aloo,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-07,Monday,Chicken Biryani,2,19.9,9.95,9.95,2,19.9,9.95
2017-08-07,Monday,Chicken Hari Mirch,2,19.9,9.95,9.95,2,19.9,9.95
2017-08-07,Monday,Chicken Tikka,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-07,Monday,Chicken Tikka Masala,4,35.8,8.95,8.95,6,53.699999999999996,13.42
2017-08-07,Monday,Chicken Mysore,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-07,Monday,Garlic Rice,2,7.9,3.95,3.95,2,7.9,3.95
2017-08-07,Monday,Keema Naan,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-07,Monday,Keema Rice,1,3.95,3.95,3.95,2,7.9,7.9
2017-08-07,Monday,King Prawn Puree,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-07,Monday,Lemon Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-07,Monday,Curry,1,7.95,7.95,7.95,2,15.9,15.9
2017-08-08,Tuesday,Plain Naan,1,2.6,2.6,2.6,1,2.6,2.6
2017-08-08,Tuesday,Special Fried Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-08,Tuesday,Prawn Puree,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-08,Tuesday,Plain Papadum,1,0.8,0.8,0.8,2,1.6,1.6
2017-08-08,Tuesday,Pilau Rice,2,5.9,2.95,2.95,2,5.9,2.95
2017-08-08,Tuesday,Lamb Tikka Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2017-08-08,Tuesday,Garlic Naan,1,2.95,2.95,2.95,2,5.9,5.9
2017-08-08,Tuesday,Chicken Tikka Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2017-08-08,Tuesday,Chicken Rezala,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-08,Tuesday,Bhuna,2,18.9,9.45,8.95,2,18.9,9.45
2017-08-08,Tuesday,Mango Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-09,Wednesday,Onion Bhajee,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-09,Wednesday,Onion Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-09,Wednesday,Persian Chicken Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2017-08-09,Wednesday,Persian Lamb Biryani,1,10.95,10.95,10.95,1,10.95,10.95
2017-08-09,Wednesday,Pilau Rice,1,2.95,2.95,2.95,1,2.95,2.95
2017-08-09,Wednesday,Plain Papadum,2,1.6,0.8,0.8,3,2.4000000000000004,1.2
2017-08-09,Wednesday,Sheek Kebab,1,4.95,4.95,4.95,1,4.95,4.95
2017-08-09,Wednesday,Royal Paneer,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-09,Wednesday,Special Fried Rice,1,3.95,3.95,3.95,1,3.95,3.95
2017-08-09,Wednesday,Tandoori Fish,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-09,Wednesday,Vindaloo,2,15.9,7.95,7.95,2,15.9,7.95
2017-08-09,Wednesday,Plain Rice,4,11.8,2.95,2.95,4,11.8,2.95
2017-08-09,Wednesday,Mixed Starter,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-09,Wednesday,Tarka Dall,1,5.95,5.95,5.95,1,5.95,5.95
2017-08-09,Wednesday,Lamb Karahi,1,8.95,8.95,8.95,1,8.95,8.95
2017-08-09,Wednesday,Mango Chutney,1,0.5,0.5,0.5,1,0.5,0.5
2017-08-09,Wednesday,Chapati,2,3.9,1.95,1.95,3,5.85,2.92
2017-08-09,Wednesday,Chicken Biryani,1,9.95,9.95,9.95,1,9.95,9.95
2017-08-09,Wednesday,Chicken Tikka (Main),1,8.95,8.95,8.95,1,8.95,8.95
2017-08-09,Wednesday,Chicken Tikka Karahi,1,9.95,9.95,9.95,1,9.95,9.95
